601,25.7906,-80.3164,USW00012839
602,25.7906,-80.3164,USW00012839
603,25.7906,-80.3164,USW00012839
606,25.7906,-80.3164,USW00012839
610,25.7906,-80.3164,USW00012839
612,25.7906,-80.3164,USW00012839
616,25.7906,-80.3164,USW00012839
617,25.7906,-80.3164,USW00012839
622,25.7906,-80.3164,USW00012839
623,25.7906,-80.3164,USW00012839
624,25.7906,-80.3164,USW00012839
627,25.7906,-80.3164,USW00012839
631,25.7906,-80.3164,USW00012839
637,25.7906,-80.3164,USW00012839
638,25.7906,-80.3164,USW00012839
641,25.7906,-80.3164,USW00012839
646,25.7906,-80.3164,USW00012839
647,25.7906,-80.3164,USW00012839
650,25.7906,-80.3164,USW00012839
652,25.7906,-80.3164,USW00012839
653,25.7906,-80.3164,USW00012839
656,25.7906,-80.3164,USW00012839
659,25.7906,-80.3164,USW00012839
660,25.7906,-80.3164,USW00012839
662,25.7906,-80.3164,USW00012839
664,25.7906,-80.3164,USW00012839
667,25.7906,-80.3164,USW00012839
669,25.7906,-80.3164,USW00012839
670,25.7906,-80.3164,USW00012839
674,25.7906,-80.3164,USW00012839
676,25.7906,-80.3164,USW00012839
677,25.7906,-80.3164,USW00012839
678,25.7906,-80.3164,USW00012839
680,25.7906,-80.3164,USW00012839
682,25.7906,-80.3164,USW00012839
683,25.7906,-80.3164,USW00012839
685,25.7906,-80.3164,USW00012839
687,25.7906,-80.3164,USW00012839
688,25.7906,-80.3164,USW00012839
690,25.7906,-80.3164,USW00012839
692,25.7906,-80.3164,USW00012839
693,25.7906,-80.3164,USW00012839
694,25.7906,-80.3164,USW00012839
698,25.7906,-80.3164,USW00012839
703,25.7906,-80.3164,USW00012839
704,25.7906,-80.3164,USW00012839
705,25.7906,-80.3164,USW00012839
707,25.7906,-80.3164,USW00012839
714,25.7906,-80.3164,USW00012839
715,25.7906,-80.3164,USW00012839
716,25.7906,-80.3164,USW00012839
717,25.7906,-80.3164,USW00012839
718,25.7906,-80.3164,USW00012839
719,25.7906,-80.3164,USW00012839
720,25.7906,-80.3164,USW00012839
723,25.7906,-80.3164,USW00012839
725,25.7906,-80.3164,USW00012839
727,25.7906,-80.3164,USW00012839
728,25.7906,-80.3164,USW00012839
729,25.7906,-80.3164,USW00012839
730,25.7906,-80.3164,USW00012839
731,25.7906,-80.3164,USW00012839
735,25.7906,-80.3164,USW00012839
736,25.7906,-80.3164,USW00012839
738,25.7906,-80.3164,USW00012839
739,25.7906,-80.3164,USW00012839
740,25.7906,-80.3164,USW00012839
741,25.7906,-80.3164,USW00012839
745,25.7906,-80.3164,USW00012839
751,25.7906,-80.3164,USW00012839
754,25.7906,-80.3164,USW00012839
757,25.7906,-80.3164,USW00012839
765,25.7906,-80.3164,USW00012839
766,25.7906,-80.3164,USW00012839
767,25.7906,-80.3164,USW00012839
769,25.7906,-80.3164,USW00012839
771,25.7906,-80.3164,USW00012839
772,25.7906,-80.3164,USW00012839
773,25.7906,-80.3164,USW00012839
775,25.7906,-80.3164,USW00012839
777,25.7906,-80.3164,USW00012839
778,25.7906,-80.3164,USW00012839
780,25.7906,-80.3164,USW00012839
782,25.7906,-80.3164,USW00012839
783,25.7906,-80.3164,USW00012839
784,25.7906,-80.3164,USW00012839
786,25.7906,-80.3164,USW00012839
791,25.7906,-80.3164,USW00012839
794,25.7906,-80.3164,USW00012839
795,25.7906,-80.3164,USW00012839
801,25.7906,-80.3164,USW00012839
802,25.7906,-80.3164,USW00012839
820,25.7906,-80.3164,USW00012839
823,25.7906,-80.3164,USW00012839
824,25.7906,-80.3164,USW00012839
830,25.7906,-80.3164,USW00012839
831,25.7906,-80.3164,USW00012839
840,25.7906,-80.3164,USW00012839
841,25.7906,-80.3164,USW00012839
850,25.7906,-80.3164,USW00012839
851,25.7906,-80.3164,USW00012839
901,25.7906,-80.3164,USW00012839
906,25.7906,-80.3164,USW00012839
907,25.7906,-80.3164,USW00012839
909,25.7906,-80.3164,USW00012839
911,25.7906,-80.3164,USW00012839
912,25.7906,-80.3164,USW00012839
913,25.7906,-80.3164,USW00012839
915,25.7906,-80.3164,USW00012839
917,25.7906,-80.3164,USW00012839
918,25.7906,-80.3164,USW00012839
920,25.7906,-80.3164,USW00012839
921,25.7906,-80.3164,USW00012839
923,25.7906,-80.3164,USW00012839
924,25.7906,-80.3164,USW00012839
925,25.7906,-80.3164,USW00012839
926,25.7906,-80.3164,USW00012839
927,25.7906,-80.3164,USW00012839
934,25.7906,-80.3164,USW00012839
936,25.7906,-80.3164,USW00012839
949,25.7906,-80.3164,USW00012839
950,25.7906,-80.3164,USW00012839
951,25.7906,-80.3164,USW00012839
952,25.7906,-80.3164,USW00012839
953,25.7906,-80.3164,USW00012839
956,25.7906,-80.3164,USW00012839
957,25.7906,-80.3164,USW00012839
959,25.7906,-80.3164,USW00012839
960,25.7906,-80.3164,USW00012839
961,25.7906,-80.3164,USW00012839
962,25.7906,-80.3164,USW00012839
965,25.7906,-80.3164,USW00012839
966,25.7906,-80.3164,USW00012839
968,25.7906,-80.3164,USW00012839
969,25.7906,-80.3164,USW00012839
971,25.7906,-80.3164,USW00012839
976,25.7906,-80.3164,USW00012839
979,25.7906,-80.3164,USW00012839
982,25.7906,-80.3164,USW00012839
983,25.7906,-80.3164,USW00012839
985,25.7906,-80.3164,USW00012839
987,25.7906,-80.3164,USW00012839
1001,42.2706,-71.8731,USW00094746
1002,42.2706,-71.8731,USW00094746
1003,42.2706,-71.8731,USW00094746
1005,42.2706,-71.8731,USW00094746
1007,42.2706,-71.8731,USW00094746
1008,42.2706,-71.8731,USW00094746
1009,42.2706,-71.8731,USW00094746
1010,42.2706,-71.8731,USW00094746
1011,42.7431,-73.8092,USW00014735
1012,42.2706,-71.8731,USW00094746
1013,42.2706,-71.8731,USW00094746
1020,42.2706,-71.8731,USW00094746
1022,42.2706,-71.8731,USW00094746
1026,42.7431,-73.8092,USW00014735
1027,42.2706,-71.8731,USW00094746
1028,42.2706,-71.8731,USW00094746
1029,42.7431,-73.8092,USW00014735
1030,42.2706,-71.8731,USW00094746
1031,42.2706,-71.8731,USW00094746
1032,42.2706,-71.8731,USW00094746
1033,42.2706,-71.8731,USW00094746
1034,42.2706,-71.8731,USW00094746
1035,42.2706,-71.8731,USW00094746
1036,42.2706,-71.8731,USW00094746
1037,42.2706,-71.8731,USW00094746
1038,42.2706,-71.8731,USW00094746
1039,42.2706,-71.8731,USW00094746
1040,42.2706,-71.8731,USW00094746
1050,42.2706,-71.8731,USW00094746
1053,42.2706,-71.8731,USW00094746
1054,42.2706,-71.8731,USW00094746
1056,42.2706,-71.8731,USW00094746
1057,42.2706,-71.8731,USW00094746
1060,42.2706,-71.8731,USW00094746
1062,42.2706,-71.8731,USW00094746
1063,42.2706,-71.8731,USW00094746
1066,42.2706,-71.8731,USW00094746
1068,42.2706,-71.8731,USW00094746
1069,42.2706,-71.8731,USW00094746
1070,42.7431,-73.8092,USW00014735
1071,42.2706,-71.8731,USW00094746
1072,42.2706,-71.8731,USW00094746
1073,42.2706,-71.8731,USW00094746
1074,42.2706,-71.8731,USW00094746
1075,42.2706,-71.8731,USW00094746
1077,42.2706,-71.8731,USW00094746
1079,42.2706,-71.8731,USW00094746
1080,42.2706,-71.8731,USW00094746
1081,42.2706,-71.8731,USW00094746
1082,42.2706,-71.8731,USW00094746
1083,42.2706,-71.8731,USW00094746
1084,42.2706,-71.8731,USW00094746
1085,42.2706,-71.8731,USW00094746
1086,42.2706,-71.8731,USW00094746
1088,42.2706,-71.8731,USW00094746
1089,42.2706,-71.8731,USW00094746
1092,42.2706,-71.8731,USW00094746
1093,42.2706,-71.8731,USW00094746
1094,42.2706,-71.8731,USW00094746
1095,42.2706,-71.8731,USW00094746
1096,42.2706,-71.8731,USW00094746
1097,42.2706,-71.8731,USW00094746
1098,42.7431,-73.8092,USW00014735
1103,42.2706,-71.8731,USW00094746
1104,42.2706,-71.8731,USW00094746
1105,42.2706,-71.8731,USW00094746
1106,42.2706,-71.8731,USW00094746
1107,42.2706,-71.8731,USW00094746
1108,42.2706,-71.8731,USW00094746
1109,42.2706,-71.8731,USW00094746
1118,42.2706,-71.8731,USW00094746
1119,42.2706,-71.8731,USW00094746
1128,42.2706,-71.8731,USW00094746
1129,42.2706,-71.8731,USW00094746
1151,42.2706,-71.8731,USW00094746
1199,42.2706,-71.8731,USW00094746
1201,42.7431,-73.8092,USW00014735
1220,42.7431,-73.8092,USW00014735
1222,42.7431,-73.8092,USW00014735
1223,42.7431,-73.8092,USW00014735
1224,42.7431,-73.8092,USW00014735
1225,42.7431,-73.8092,USW00014735
1226,42.7431,-73.8092,USW00014735
1229,42.7431,-73.8092,USW00014735
1230,42.7431,-73.8092,USW00014735
1235,42.7431,-73.8092,USW00014735
1236,42.7431,-73.8092,USW00014735
1237,42.7431,-73.8092,USW00014735
1238,42.7431,-73.8092,USW00014735
1240,42.7431,-73.8092,USW00014735
1242,42.7431,-73.8092,USW00014735
1243,42.7431,-73.8092,USW00014735
1244,42.7431,-73.8092,USW00014735
1245,42.7431,-73.8092,USW00014735
1247,42.7431,-73.8092,USW00014735
1253,42.7431,-73.8092,USW00014735
1254,42.7431,-73.8092,USW00014735
1255,42.7431,-73.8092,USW00014735
1256,42.7431,-73.8092,USW00014735
1257,42.7431,-73.8092,USW00014735
1258,42.7431,-73.8092,USW00014735
1259,42.7431,-73.8092,USW00014735
1260,42.7431,-73.8092,USW00014735
1262,42.7431,-73.8092,USW00014735
1264,42.7431,-73.8092,USW00014735
1266,42.7431,-73.8092,USW00014735
1267,42.7431,-73.8092,USW00014735
1270,42.7431,-73.8092,USW00014735
1301,42.2706,-71.8731,USW00094746
1330,42.2706,-71.8731,USW00094746
1331,42.2706,-71.8731,USW00094746
1337,42.2706,-71.8731,USW00094746
1338,42.7431,-73.8092,USW00014735
1339,42.7431,-73.8092,USW00014735
1340,42.2706,-71.8731,USW00094746
1341,42.2706,-71.8731,USW00094746
1342,42.2706,-71.8731,USW00094746
1343,42.7431,-73.8092,USW00014735
1344,42.2706,-71.8731,USW00094746
1346,42.7431,-73.8092,USW00014735
1347,42.2706,-71.8731,USW00094746
1349,42.2706,-71.8731,USW00094746
1350,42.7431,-73.8092,USW00014735
1351,42.2706,-71.8731,USW00094746
1354,42.2706,-71.8731,USW00094746
